age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,age_group
33,management,single,tertiary,no,718.0,yes,no,cellular,6,apr,122,1,98,2,success,yes,first middle
57,retired,married,secondary,no,230.0,no,no,cellular,6,apr,177,2,210,3,failure,yes,adult
27,technician,single,tertiary,no,-67.0,yes,no,cellular,6,apr,604,3,236,2,failure,yes,young
55,management,married,tertiary,no,3848.0,yes,no,cellular,8,apr,222,2,-1,0,unknown,yes,adult
36,management,single,tertiary,no,579.0,no,no,unknown,12,apr,481,1,-1,0,unknown,yes,first middle
26,management,single,tertiary,no,1646.0,no,no,cellular,12,apr,524,4,206,5,success,yes,young
31,admin.,married,secondary,no,1229.0,no,no,cellular,12,apr,176,1,-1,0,unknown,yes,first middle
25,unemployed,single,primary,no,129.0,no,no,cellular,12,apr,176,3,-1,0,unknown,yes,young
49,admin.,married,secondary,no,197.0,yes,no,cellular,13,apr,223,1,182,2,failure,yes,second middle
30,management,single,tertiary,no,3779.0,no,no,cellular,13,apr,1093,1,-1,0,unknown,yes,first middle
32,management,single,tertiary,no,2016.0,no,no,cellular,13,apr,232,1,348,1,success,yes,first middle
36,management,single,tertiary,no,436.0,no,no,cellular,13,apr,567,1,595,2,failure,yes,first middle
38,management,married,tertiary,no,413.0,no,no,cellular,13,apr,240,1,179,2,failure,yes,first middle
45,blue-collar,single,primary,no,116.0,no,no,unknown,13,apr,122,1,-1,0,unknown,yes,second middle
36,management,single,secondary,no,62.0,no,no,cellular,13,apr,398,2,-1,0,unknown,yes,first middle
23,student,single,secondary,no,107.0,no,no,cellular,13,apr,256,5,181,2,success,yes,young
38,technician,married,secondary,no,497.0,no,no,unknown,14,apr,173,1,-1,0,unknown,yes,first middle
44,services,married,primary,no,2557.0,yes,no,cellular,14,apr,250,1,181,8,success,yes,second middle
35,management,single,tertiary,no,2646.0,no,no,cellular,14,apr,133,8,183,2,success,yes,first middle
75,retired,married,secondary,no,3771.0,no,no,telephone,15,apr,185,1,181,2,success,yes,old
26,technician,single,tertiary,no,1066.0,no,no,cellular,15,apr,200,1,-1,0,unknown,yes,young
59,technician,married,secondary,no,1.0,no,no,cellular,15,apr,159,2,378,3,failure,yes,adult
30,management,single,tertiary,no,232.0,no,no,cellular,15,apr,141,1,-1,0,unknown,yes,first middle
36,blue-collar,married,primary,no,1177.0,no,no,cellular,15,apr,330,1,311,4,success,yes,first middle
39,technician,married,secondary,no,603.0,no,yes,cellular,15,apr,214,1,-1,0,unknown,yes,first middle
24,management,single,tertiary,no,736.0,yes,no,cellular,15,apr,442,2,246,2,other,yes,young
22,services,single,secondary,no,129.0,no,no,cellular,15,apr,218,2,181,1,success,yes,young
36,management,married,tertiary,no,-115.0,yes,no,cellular,16,apr,297,4,182,2,other,yes,first middle
22,management,single,tertiary,no,104.0,no,yes,cellular,16,apr,330,3,-1,0,unknown,yes,young
34,management,married,tertiary,no,589.0,no,no,cellular,19,apr,125,2,-1,0,unknown,yes,first middle
22,student,single,primary,no,3472.0,no,no,cellular,19,apr,529,1,181,4,success,yes,young
57,management,married,tertiary,no,2845.0,yes,no,telephone,19,apr,1143,5,-1,0,unknown,yes,adult
55,unemployed,divorced,secondary,no,309.0,no,no,cellular,20,apr,167,1,181,3,success,yes,adult
38,blue-collar,divorced,secondary,no,0.0,yes,no,telephone,20,apr,162,1,181,5,success,yes,first middle
39,blue-collar,single,secondary,no,1672.0,yes,no,cellular,20,apr,462,1,648,1,failure,yes,first middle
38,technician,single,secondary,no,1711.0,no,no,cellular,20,apr,379,3,202,1,success,yes,first middle
24,admin.,single,secondary,no,1295.0,no,no,cellular,21,apr,476,1,-1,0,unknown,yes,young
30,student,single,secondary,no,2046.0,no,no,telephone,21,apr,595,3,254,1,failure,yes,first middle
29,blue-collar,single,tertiary,no,455.0,no,no,telephone,21,apr,403,1,-1,0,unknown,yes,young
25,student,single,secondary,no,722.0,no,no,telephone,21,apr,623,2,-1,0,unknown,yes,young
52,technician,married,secondary,no,371.0,yes,yes,cellular,21,apr,224,2,182,1,success,yes,adult
62,management,married,tertiary,no,997.0,no,no,cellular,22,apr,554,1,304,2,success,yes,old
40,technician,married,tertiary,no,206.0,no,no,cellular,23,apr,499,6,185,4,success,yes,second middle
76,retired,married,secondary,no,820.0,no,no,telephone,23,apr,263,4,-1,0,unknown,yes,old
31,admin.,single,secondary,no,410.0,no,no,cellular,23,apr,342,1,-1,0,unknown,yes,first middle
42,self-employed,married,secondary,no,1216.0,yes,no,cellular,23,apr,296,1,521,1,failure,yes,second middle
73,retired,married,primary,no,796.0,no,no,cellular,23,apr,888,1,182,3,success,yes,old
77,management,married,secondary,no,1780.0,yes,no,cellular,23,apr,361,2,182,5,success,yes,old
46,admin.,divorced,primary,no,429.0,yes,no,cellular,26,apr,465,2,369,2,success,yes,second middle
35,technician,married,secondary,no,2779.0,no,no,cellular,26,apr,182,2,186,2,success,yes,first middle
26,management,single,tertiary,no,222.0,no,no,cellular,26,apr,192,1,334,1,failure,yes,young
45,blue-collar,single,secondary,no,0.0,yes,no,cellular,26,apr,1472,1,192,4,failure,yes,second middle
29,management,single,tertiary,no,1445.0,no,no,cellular,26,apr,328,2,143,2,success,yes,young
30,technician,single,tertiary,no,655.0,no,no,cellular,26,apr,212,1,202,2,success,yes,first middle
26,unemployed,single,tertiary,no,77.0,no,no,cellular,26,apr,175,1,-1,0,unknown,yes,young
63,blue-collar,married,primary,no,115.0,no,no,telephone,27,apr,325,1,180,7,failure,yes,old
37,unemployed,single,secondary,no,2722.0,no,no,telephone,27,apr,426,2,179,3,other,yes,first middle
26,management,single,tertiary,no,1438.0,no,no,cellular,27,apr,321,1,449,1,other,yes,young
54,admin.,married,secondary,no,140.0,no,no,telephone,27,apr,473,2,182,2,failure,yes,adult
30,admin.,single,secondary,no,915.0,yes,no,unknown,27,apr,370,1,-1,0,unknown,yes,first middle
61,retired,married,secondary,no,1058.0,no,no,cellular,27,apr,159,3,-1,0,unknown,yes,old
69,retired,married,secondary,no,0.0,no,no,cellular,28,apr,184,2,126,2,other,yes,old
30,management,single,tertiary,no,697.0,no,no,cellular,28,apr,545,2,181,8,success,yes,first middle
55,housemaid,married,secondary,no,962.0,yes,no,cellular,28,apr,623,1,181,3,success,yes,adult
55,technician,married,tertiary,no,1320.0,no,no,cellular,28,apr,387,2,-1,0,unknown,yes,adult
29,management,single,tertiary,no,2955.0,no,no,cellular,29,apr,226,2,-1,0,unknown,yes,young
41,unemployed,married,tertiary,no,0.0,no,no,cellular,29,apr,882,1,181,3,success,yes,second middle
45,admin.,married,secondary,no,3006.0,no,no,cellular,29,apr,388,2,-1,0,unknown,yes,second middle
32,technician,single,tertiary,no,388.0,no,no,cellular,29,apr,250,3,-1,0,unknown,yes,first middle
41,self-employed,married,tertiary,no,0.0,yes,no,telephone,29,apr,395,3,426,1,other,yes,second middle
37,management,married,secondary,no,565.0,no,no,cellular,29,apr,449,1,398,1,success,yes,first middle
19,student,single,secondary,no,329.0,no,no,cellular,30,apr,169,1,190,2,success,yes,young
40,unemployed,single,tertiary,no,72.0,no,no,cellular,30,apr,463,1,-1,0,unknown,yes,second middle
54,technician,married,tertiary,no,395.0,no,no,cellular,30,apr,183,1,183,2,success,yes,adult
49,admin.,married,secondary,no,0.0,no,no,cellular,30,apr,551,1,-1,0,unknown,yes,second middle
45,admin.,married,secondary,no,205.0,no,no,cellular,4,may,552,1,90,2,success,yes,second middle
48,blue-collar,married,secondary,no,1730.0,yes,no,cellular,4,may,361,1,89,3,success,yes,second middle
60,blue-collar,married,primary,no,5.0,no,no,cellular,4,may,494,1,95,2,success,yes,old
34,unemployed,single,secondary,no,1965.0,no,no,telephone,4,may,714,1,-1,0,unknown,yes,first middle
29,housemaid,single,tertiary,no,19.0,no,no,cellular,4,may,268,1,88,4,success,yes,young
64,management,married,secondary,no,2352.0,no,no,cellular,4,may,153,2,182,11,success,yes,old
80,retired,married,primary,no,155.0,no,no,telephone,4,may,209,1,53,3,success,yes,old
26,technician,single,tertiary,no,401.0,no,no,cellular,5,may,188,2,-1,0,unknown,yes,young
33,admin.,married,tertiary,no,79.0,yes,no,cellular,5,may,389,1,195,4,success,yes,first middle
41,technician,single,tertiary,no,1646.0,yes,no,cellular,5,may,258,1,90,7,success,yes,second middle
28,management,single,tertiary,no,437.0,no,no,cellular,5,may,338,1,-1,0,unknown,yes,young
74,retired,married,secondary,no,935.0,no,no,cellular,5,may,226,1,99,2,failure,yes,old
29,student,single,secondary,no,2929.0,no,no,cellular,5,may,232,1,89,4,other,yes,young
72,retired,married,primary,no,2304.0,no,no,telephone,5,may,510,4,-1,0,unknown,yes,old
18,student,single,secondary,no,348.0,no,no,cellular,5,may,443,4,-1,0,unknown,yes,young
46,blue-collar,married,secondary,no,640.0,yes,no,cellular,6,may,246,1,55,5,success,yes,second middle
37,technician,married,tertiary,no,88.0,no,no,cellular,6,may,195,1,90,3,other,yes,first middle
37,management,married,tertiary,no,2283.0,no,no,cellular,6,may,243,2,98,2,failure,yes,first middle
32,technician,married,secondary,no,473.0,no,yes,cellular,7,may,292,3,-1,0,unknown,yes,first middle
51,technician,married,tertiary,no,0.0,no,no,cellular,7,may,662,2,66,2,success,yes,adult
77,management,married,secondary,no,397.0,no,no,telephone,7,may,300,3,-1,0,unknown,yes,old
35,management,married,tertiary,no,62.0,no,no,cellular,7,may,226,2,88,4,success,yes,first middle
53,management,married,tertiary,no,3634.0,no,no,cellular,7,may,211,4,88,8,success,yes,adult
46,management,married,tertiary,no,273.0,yes,no,cellular,10,may,583,6,53,6,success,yes,second middle
78,retired,divorced,secondary,no,3417.0,no,no,cellular,12,may,309,1,181,1,success,yes,old
34,technician,married,secondary,no,133.0,no,no,cellular,12,may,171,2,181,3,success,yes,first middle
54,management,married,tertiary,no,1624.0,no,no,cellular,12,may,166,3,182,10,success,yes,adult
33,services,married,secondary,no,386.0,no,no,cellular,12,may,317,1,181,5,success,yes,first middle
23,student,single,secondary,no,2530.0,no,no,cellular,12,may,411,1,-1,0,unknown,yes,young
34,technician,single,tertiary,no,2838.0,yes,no,cellular,13,may,620,3,-1,0,unknown,yes,first middle
32,unemployed,single,secondary,no,1026.0,yes,no,cellular,13,may,289,1,-1,0,unknown,yes,first middle
54,management,married,secondary,no,2206.0,no,no,cellular,13,may,260,1,91,4,success,yes,adult
40,admin.,married,secondary,no,260.0,yes,no,cellular,13,may,306,1,181,5,success,yes,second middle
63,retired,divorced,tertiary,no,0.0,no,no,cellular,13,may,263,1,181,2,success,yes,old
37,management,married,tertiary,no,2987.0,yes,no,cellular,13,may,216,1,87,10,success,yes,first middle
48,blue-collar,married,secondary,no,1230.0,yes,no,cellular,13,may,328,2,182,3,success,yes,second middle
28,technician,single,secondary,no,2335.0,no,no,cellular,13,may,624,1,-1,0,unknown,yes,young
29,management,single,tertiary,no,-27.0,no,no,cellular,13,may,270,1,-1,0,unknown,yes,young
68,retired,married,secondary,no,1146.0,no,no,cellular,13,may,356,1,71,5,success,yes,old
53,blue-collar,single,secondary,no,1004.0,no,no,cellular,13,may,393,1,84,1,other,yes,adult
37,technician,single,tertiary,no,197.0,no,no,cellular,13,may,234,1,87,3,success,yes,first middle
58,admin.,married,secondary,no,169.0,no,no,cellular,13,may,336,3,87,5,success,yes,adult
37,management,married,tertiary,no,393.0,yes,no,cellular,14,may,567,3,275,4,failure,yes,first middle
37,admin.,married,tertiary,no,29.0,no,no,cellular,14,may,404,2,183,2,other,yes,first middle
34,admin.,married,secondary,no,920.0,no,no,cellular,14,may,526,3,179,3,success,yes,first middle
50,admin.,married,secondary,no,3608.0,yes,no,cellular,14,may,196,8,182,4,success,yes,adult
56,management,married,primary,no,870.0,no,no,cellular,14,may,220,1,179,1,success,yes,adult
29,unemployed,single,primary,no,1374.0,no,no,cellular,14,may,1205,2,178,7,success,yes,young
24,management,single,tertiary,no,1.0,no,no,cellular,14,may,396,5,-1,0,unknown,yes,young
46,management,married,tertiary,no,349.0,no,no,cellular,14,may,466,4,88,3,success,yes,second middle
27,student,single,tertiary,no,39.0,no,no,cellular,17,may,379,1,258,10,other,yes,young
52,management,married,tertiary,no,583.0,no,no,cellular,17,may,376,1,181,3,success,yes,adult
38,management,married,tertiary,no,1276.0,no,no,cellular,17,may,272,2,182,3,success,yes,first middle
33,management,single,tertiary,no,2364.0,no,no,cellular,17,may,508,1,-1,0,unknown,yes,first middle
53,admin.,married,secondary,no,53.0,yes,no,cellular,18,may,387,1,-1,0,unknown,yes,adult
64,retired,married,secondary,no,1612.0,no,no,cellular,18,may,336,1,89,5,failure,yes,old
84,retired,divorced,primary,no,639.0,no,no,telephone,18,may,353,3,-1,0,unknown,yes,old
62,retired,married,secondary,no,3114.0,no,no,cellular,18,may,243,2,186,1,success,yes,old
41,admin.,married,tertiary,no,1.0,yes,no,telephone,18,may,327,2,361,3,failure,yes,second middle
29,admin.,single,secondary,no,1070.0,yes,no,unknown,19,may,30,1,357,1,other,yes,young
53,technician,married,secondary,no,195.0,yes,no,cellular,19,may,472,1,90,6,success,yes,adult
30,technician,single,secondary,no,3144.0,no,no,cellular,19,may,212,2,-1,0,unknown,yes,first middle
37,management,married,tertiary,no,3236.0,no,no,cellular,20,may,291,2,202,5,other,yes,first middle
78,retired,married,secondary,no,3208.0,no,no,telephone,20,may,351,3,-1,0,unknown,yes,old
47,blue-collar,married,secondary,no,1568.0,yes,no,cellular,21,may,226,3,91,8,success,yes,second middle
61,technician,married,secondary,no,1191.0,no,no,cellular,21,may,214,4,-1,0,unknown,yes,old
46,self-employed,married,secondary,no,706.0,no,no,cellular,21,may,588,1,386,3,failure,yes,second middle
31,unemployed,single,secondary,no,2616.0,no,no,cellular,21,may,374,1,185,2,other,yes,first middle
21,student,single,secondary,no,215.0,no,no,cellular,24,may,382,1,89,7,success,yes,young
71,retired,married,primary,no,3230.0,no,no,cellular,24,may,341,2,133,3,failure,yes,old
52,admin.,single,secondary,no,726.0,yes,no,cellular,24,may,699,1,378,9,failure,yes,adult
25,student,single,secondary,no,3713.0,no,no,cellular,24,may,323,2,353,3,other,yes,young
60,technician,married,secondary,no,0.0,no,no,cellular,25,may,641,4,-1,0,unknown,yes,old
30,admin.,single,secondary,no,265.0,yes,no,cellular,25,may,681,1,181,2,success,yes,first middle
29,unemployed,single,tertiary,no,70.0,no,no,cellular,25,may,393,1,-1,0,unknown,yes,young
52,management,married,tertiary,no,388.0,no,no,cellular,25,may,272,1,-1,0,unknown,yes,adult
59,management,married,primary,no,1727.0,no,no,telephone,25,may,500,4,358,2,failure,yes,adult
38,technician,married,secondary,no,205.0,no,no,cellular,26,may,332,1,-1,0,unknown,yes,first middle
33,services,single,secondary,no,2881.0,no,no,cellular,26,may,289,1,328,1,success,yes,first middle
31,technician,single,secondary,no,846.0,no,no,cellular,26,may,405,3,205,2,failure,yes,first middle
40,technician,married,secondary,no,2266.0,no,no,cellular,26,may,175,3,89,7,other,yes,second middle
28,technician,married,secondary,no,742.0,no,no,cellular,26,may,236,1,-1,0,unknown,yes,young
66,management,married,secondary,no,2149.0,yes,no,cellular,26,may,135,2,90,11,success,yes,old
32,admin.,single,secondary,no,344.0,no,no,cellular,26,may,530,2,-1,0,unknown,yes,first middle
67,retired,married,primary,no,1430.0,no,no,telephone,26,may,283,2,135,5,success,yes,old
39,unemployed,divorced,secondary,no,265.0,yes,no,unknown,27,may,93,1,555,2,other,yes,first middle
46,housemaid,married,secondary,no,38.0,no,no,cellular,27,may,181,3,183,1,success,yes,second middle
54,retired,married,secondary,no,3538.0,no,no,cellular,27,may,820,1,-1,0,unknown,yes,adult
47,services,divorced,secondary,no,973.0,no,no,cellular,27,may,489,1,479,1,failure,yes,second middle
45,technician,married,secondary,no,1831.0,no,no,cellular,27,may,275,2,-1,0,unknown,yes,second middle
63,blue-collar,married,secondary,no,641.0,no,no,cellular,27,may,417,2,-1,0,unknown,yes,old
60,unemployed,married,secondary,no,1047.0,no,no,cellular,27,may,173,3,279,4,success,yes,old
33,services,single,secondary,no,523.0,yes,no,unknown,28,may,86,1,-1,0,unknown,yes,first middle
48,housemaid,married,secondary,no,0.0,no,no,cellular,28,may,270,5,-1,0,unknown,yes,second middle
26,technician,single,tertiary,no,515.0,no,no,cellular,31,may,775,1,-1,0,unknown,yes,young
36,technician,married,secondary,no,1368.0,no,no,cellular,1,jun,516,1,292,5,failure,yes,first middle
33,admin.,single,tertiary,no,272.0,yes,no,cellular,1,jun,326,1,237,2,failure,yes,first middle
28,blue-collar,single,secondary,no,-46.0,yes,no,cellular,1,jun,154,2,91,12,success,yes,young
28,services,single,secondary,no,168.0,no,no,cellular,1,jun,347,3,140,2,success,yes,young
31,management,single,tertiary,no,515.0,no,no,cellular,1,jun,296,5,-1,0,unknown,yes,first middle
28,management,single,tertiary,no,223.0,yes,no,cellular,1,jun,303,1,278,3,success,yes,young
49,admin.,single,tertiary,no,228.0,yes,no,cellular,2,jun,407,1,92,1,success,yes,second middle
27,blue-collar,single,tertiary,no,644.0,no,no,cellular,2,jun,657,1,182,1,success,yes,young
28,admin.,married,secondary,no,330.0,no,no,cellular,2,jun,226,2,182,4,success,yes,young
65,admin.,married,secondary,no,952.0,no,no,cellular,2,jun,310,1,-1,0,unknown,yes,old
30,technician,single,secondary,no,1165.0,no,no,cellular,4,jun,204,2,183,3,success,yes,first middle
38,admin.,married,secondary,no,0.0,yes,no,cellular,8,jun,187,1,181,2,success,yes,first middle
36,technician,divorced,secondary,no,2823.0,yes,no,cellular,8,jun,215,1,371,6,failure,yes,first middle
63,retired,divorced,secondary,no,1490.0,no,no,cellular,8,jun,506,1,-1,0,unknown,yes,old
63,retired,married,primary,no,48.0,no,no,cellular,9,jun,251,1,-1,0,unknown,yes,old
28,management,single,tertiary,no,187.0,no,no,cellular,9,jun,206,1,92,1,success,yes,young
39,blue-collar,married,secondary,no,276.0,no,no,cellular,9,jun,334,2,-1,0,unknown,yes,first middle
31,management,single,tertiary,no,147.0,no,no,cellular,9,jun,163,2,92,3,success,yes,first middle
39,services,married,secondary,no,323.0,no,no,cellular,9,jun,874,2,188,6,failure,yes,first middle
30,blue-collar,single,secondary,no,799.0,no,no,unknown,13,jun,674,1,-1,0,unknown,yes,first middle
67,retired,married,secondary,no,2540.0,no,no,telephone,14,jun,278,5,116,4,other,yes,old
29,blue-collar,single,secondary,no,322.0,no,no,unknown,14,jun,434,1,96,6,other,yes,young
36,management,married,tertiary,no,495.0,no,no,cellular,14,jun,187,1,94,9,success,yes,first middle
24,student,single,secondary,no,358.0,no,no,cellular,14,jun,245,1,384,1,other,yes,young
30,technician,single,secondary,no,2371.0,no,no,cellular,14,jun,661,1,384,2,other,yes,first middle
21,student,single,secondary,no,53.0,no,no,cellular,14,jun,270,1,-1,0,unknown,yes,young
27,admin.,single,secondary,no,861.0,no,no,cellular,14,jun,212,4,-1,0,unknown,yes,young
56,admin.,married,secondary,no,602.0,no,no,cellular,14,jun,458,1,130,8,success,yes,adult
66,admin.,married,secondary,no,4041.0,no,no,cellular,14,jun,713,2,-1,0,unknown,yes,old
71,retired,divorced,primary,no,275.0,no,no,cellular,14,jun,293,1,425,1,success,yes,old
26,services,single,tertiary,no,12.0,no,no,cellular,14,jun,563,1,181,10,failure,yes,young
62,retired,married,primary,no,1742.0,no,no,cellular,14,jun,167,2,98,6,other,yes,old
32,self-employed,single,tertiary,no,46.0,yes,no,cellular,14,jun,485,2,-1,0,unknown,yes,first middle
68,retired,divorced,primary,no,2027.0,no,no,cellular,15,jun,619,2,92,2,success,yes,old
37,admin.,married,tertiary,no,3221.0,no,no,cellular,15,jun,379,2,376,13,other,yes,first middle
27,management,single,tertiary,no,1720.0,no,no,cellular,15,jun,910,1,224,3,success,yes,young
45,technician,single,tertiary,no,2033.0,no,no,cellular,15,jun,243,5,285,2,success,yes,second middle
64,retired,married,secondary,no,3189.0,no,no,telephone,15,jun,208,1,-1,0,unknown,yes,old
38,student,divorced,tertiary,no,2946.0,no,no,cellular,16,jun,605,3,-1,0,unknown,yes,first middle
66,housemaid,married,primary,no,1230.0,no,no,cellular,16,jun,288,6,181,3,success,yes,old
30,management,single,tertiary,no,572.0,no,no,cellular,17,jun,339,3,183,2,success,yes,first middle
39,technician,single,secondary,no,1435.0,no,no,cellular,17,jun,383,1,296,19,other,yes,first middle
24,technician,single,secondary,no,403.0,no,no,unknown,17,jun,247,1,-1,0,unknown,yes,young
49,technician,married,tertiary,no,1071.0,no,no,cellular,17,jun,169,1,-1,0,unknown,yes,second middle
34,management,married,tertiary,no,3301.0,yes,no,cellular,17,jun,485,2,227,4,failure,yes,first middle
46,blue-collar,married,secondary,no,1723.0,no,no,cellular,17,jun,176,2,52,7,failure,yes,second middle
32,technician,single,tertiary,no,705.0,no,no,cellular,17,jun,544,1,-1,0,unknown,yes,first middle
52,blue-collar,married,secondary,no,955.0,no,yes,cellular,17,jun,301,2,134,4,success,yes,adult
25,blue-collar,single,secondary,no,303.0,no,no,cellular,18,jun,252,1,92,1,success,yes,young
57,management,divorced,tertiary,no,3287.0,no,no,cellular,22,jun,867,1,84,3,success,yes,adult
64,retired,divorced,primary,no,109.0,no,no,cellular,23,jun,706,1,225,2,success,yes,old
33,management,single,tertiary,no,224.0,no,no,cellular,23,jun,342,2,107,2,success,yes,first middle
36,management,single,tertiary,no,538.0,no,no,cellular,23,jun,339,1,183,5,success,yes,first middle
25,student,single,secondary,no,1957.0,no,no,cellular,24,jun,1207,4,385,1,failure,yes,young
43,services,married,secondary,no,774.0,no,no,cellular,24,jun,482,1,91,2,success,yes,second middle
37,self-employed,single,tertiary,no,1188.0,no,no,cellular,24,jun,310,1,-1,0,unknown,yes,first middle
49,management,married,tertiary,no,1167.0,yes,yes,cellular,25,jun,213,6,150,8,failure,yes,second middle
42,technician,divorced,tertiary,no,2611.0,yes,no,cellular,25,jun,300,1,389,3,failure,yes,second middle
27,blue-collar,single,secondary,no,3145.0,no,no,cellular,25,jun,374,1,179,2,success,yes,young
29,technician,single,secondary,no,825.0,no,no,cellular,25,jun,472,2,-1,0,unknown,yes,young
37,technician,married,tertiary,no,122.0,no,no,cellular,25,jun,266,2,318,3,other,yes,first middle
47,management,single,tertiary,no,334.0,yes,no,cellular,28,jun,614,3,94,9,success,yes,second middle
38,management,single,tertiary,no,623.0,no,no,cellular,28,jun,297,4,144,4,other,yes,first middle
48,management,single,tertiary,no,86.0,no,no,cellular,28,jun,281,3,186,6,other,yes,second middle
55,housemaid,divorced,primary,no,976.0,no,no,cellular,28,jun,345,1,94,3,other,yes,adult
39,technician,single,tertiary,no,393.0,no,no,cellular,28,jun,325,1,94,1,success,yes,first middle
49,admin.,single,secondary,no,293.0,no,no,cellular,28,jun,452,1,-1,0,unknown,yes,second middle
68,retired,divorced,primary,no,476.0,no,no,telephone,28,jun,363,1,-1,0,unknown,yes,old
45,management,married,secondary,no,2724.0,no,no,cellular,28,jun,359,2,182,1,success,yes,second middle
67,retired,married,primary,no,2391.0,no,no,cellular,28,jun,737,6,186,10,other,yes,old
60,retired,married,secondary,no,11.0,no,no,cellular,29,jun,265,1,586,2,failure,yes,old
31,blue-collar,single,secondary,no,54.0,yes,no,cellular,29,jun,401,1,-1,0,unknown,yes,first middle
58,blue-collar,married,primary,no,3109.0,no,no,cellular,29,jun,295,1,287,4,success,yes,adult
41,admin.,married,secondary,no,3126.0,yes,no,cellular,29,jun,222,1,91,7,failure,yes,second middle
23,services,single,secondary,no,488.0,no,no,cellular,29,jun,205,1,91,3,success,yes,young
35,unemployed,married,secondary,no,978.0,no,no,cellular,29,jun,660,2,182,6,success,yes,first middle
33,management,single,tertiary,no,718.0,yes,no,cellular,29,jun,271,1,84,3,success,yes,first middle
32,technician,divorced,tertiary,no,3255.0,no,no,cellular,29,jun,167,2,-1,0,unknown,yes,first middle
48,admin.,single,secondary,no,1544.0,yes,no,telephone,30,jun,263,1,450,2,failure,yes,second middle
43,management,single,tertiary,no,0.0,no,no,cellular,30,jun,275,2,296,1,failure,yes,second middle
63,retired,married,secondary,no,2896.0,no,no,cellular,1,jul,304,1,119,2,success,yes,old
28,student,single,secondary,no,196.0,no,no,cellular,2,jul,423,3,-1,0,unknown,yes,young
31,services,single,secondary,no,1027.0,no,no,cellular,2,jul,217,3,-1,0,unknown,yes,first middle
26,blue-collar,single,secondary,no,463.0,no,yes,cellular,2,jul,248,2,-1,0,unknown,yes,young
31,student,single,secondary,no,3511.0,no,no,cellular,2,jul,667,1,-1,0,unknown,yes,first middle
39,management,divorced,tertiary,no,224.0,no,no,cellular,2,jul,194,2,88,1,success,yes,first middle
28,services,single,secondary,no,198.0,no,no,cellular,5,jul,128,2,-1,0,unknown,yes,young
30,technician,single,tertiary,no,0.0,yes,no,cellular,5,jul,140,1,424,8,success,yes,first middle
24,admin.,single,tertiary,no,674.0,yes,no,cellular,6,jul,267,1,-1,0,unknown,yes,young
32,management,single,tertiary,no,623.0,no,no,cellular,6,jul,335,3,194,2,failure,yes,first middle
46,management,divorced,tertiary,no,558.0,no,no,cellular,6,jul,319,1,-1,0,unknown,yes,second middle
60,technician,married,secondary,no,259.0,no,no,cellular,6,jul,396,1,386,2,success,yes,old
37,technician,married,secondary,no,432.0,yes,no,cellular,6,jul,386,3,776,55,failure,yes,first middle
48,management,single,tertiary,no,159.0,no,no,telephone,7,jul,229,1,251,6,success,yes,second middle
52,services,married,secondary,no,657.0,no,no,telephone,7,jul,398,2,460,2,failure,yes,adult
29,management,single,tertiary,no,1808.0,no,no,cellular,7,jul,273,2,433,1,success,yes,young
71,retired,divorced,secondary,no,392.0,no,no,telephone,7,jul,276,2,-1,0,unknown,yes,old
70,retired,married,primary,no,2795.0,no,no,cellular,8,jul,480,1,181,2,success,yes,old
28,management,single,tertiary,yes,1414.0,yes,no,cellular,8,jul,294,1,521,1,failure,yes,young
31,self-employed,married,tertiary,no,2666.0,no,no,telephone,8,jul,411,2,148,9,other,yes,first middle
80,retired,married,secondary,no,668.0,no,no,telephone,8,jul,250,1,371,1,success,yes,old
29,management,single,tertiary,no,502.0,no,no,cellular,8,jul,968,1,87,5,failure,yes,young
23,student,single,secondary,no,1809.0,no,no,cellular,8,jul,414,2,-1,0,unknown,yes,young
34,services,single,secondary,no,267.0,no,no,cellular,8,jul,449,2,-1,0,unknown,yes,first middle
69,retired,married,secondary,no,2473.0,no,no,cellular,8,jul,967,3,-1,0,unknown,yes,old
19,student,single,secondary,no,372.0,no,no,telephone,8,jul,444,3,-1,0,unknown,yes,young
35,blue-collar,single,secondary,no,484.0,no,no,cellular,8,jul,344,1,87,3,failure,yes,first middle
38,admin.,married,secondary,no,1767.0,yes,no,cellular,9,jul,483,4,239,7,success,yes,first middle
32,technician,single,secondary,no,491.0,no,no,cellular,9,jul,474,7,-1,0,unknown,yes,first middle
50,management,married,secondary,no,558.0,no,no,cellular,9,jul,464,1,683,6,failure,yes,adult
27,technician,single,secondary,no,337.0,no,no,unknown,9,jul,23,1,-1,0,unknown,yes,young
53,admin.,single,secondary,no,654.0,no,no,unknown,10,jul,67,1,-1,0,unknown,yes,adult
35,self-employed,married,tertiary,no,2427.0,no,no,cellular,12,jul,210,3,158,7,other,yes,first middle
43,admin.,single,secondary,no,386.0,no,no,cellular,12,jul,220,3,529,1,failure,yes,second middle
30,self-employed,single,tertiary,no,251.0,no,no,cellular,12,jul,537,1,-1,0,unknown,yes,first middle
57,retired,married,secondary,no,1044.0,no,no,telephone,12,jul,567,1,182,3,success,yes,adult
31,management,single,tertiary,no,2907.0,yes,no,cellular,12,jul,248,1,194,3,failure,yes,first middle
65,retired,divorced,secondary,no,828.0,no,no,cellular,13,jul,305,1,-1,0,unknown,yes,old
